ori_word,clean_word,cat_ids
grouch*,grouch,"[125, 127, 129]"
ground*,ground,"[252, 250]"
group*,group,[121]
grow,grow,"[250, 251]"
growing,growing,"[250, 251]"
grown,grown,"[250, 251]"
grownup*,grownup,"[121, 124]"
growth,growth,"[250, 251]"
grr*,grr,"[125, 127, 129]"
grudge*,grudge,[121]
guarant*,guarant,"[131, 136]"
guard*,guard,"[131, 137]"
guess,guess,"[11, 14, 131, 135]"
guessed,guessed,"[11, 13, 131, 135]"
guesses,guesses,"[11, 14, 131, 135]"
guessing,guessing,"[131, 135]"
guest*,guest,"[121, 123]"
guilt*,guilt,"[125, 127, 128]"
guitar*,guitar,[356]
gulp*,gulp,"[146, 150]"
gums,gums,"[146, 147]"
gut,gut,"[146, 147]"
guts,guts,"[146, 147]"
guy*,guy,"[121, 124]"
gym*,gym,[356]
gynecolog*,gynecolog,"[146, 148]"
gyno*,gyno,"[146, 148]"
ha,ha,"[125, 126, 462]"
had,had,"[11, 1, 12, 13]"
hadnt,hadnt,"[11, 1, 12, 13, 19]"
hadn't,hadn't,"[11, 1, 12, 13, 19]"
hah,hah,[462]
haha*,haha,"[125, 126, 462]"
hair*,hair,"[146, 147, 140, 143]"
half,half,"[1, 21]"
halfass*,halfass,"[131, 135]"
hall,hall,"[250, 252]"
hallucinat*,hallucinat,"[146, 148]"
halt*,halt,"[131, 137]"
hamstring*,hamstring,"[146, 147]"
hand,hand,"[146, 147, 140, 143]"
handful*,handful,"[140, 143]"
hands,hands,"[146, 147, 140, 143]"
handsom*,handsom,"[125, 126]"
hang,hang,"[250, 251]"
hangin*,hangin,[356]
hangout*,hangout,[356]
hangover*,hangover,"[146, 148]"
hangup*,hangup,"[131, 137]"
happen,happen,"[11, 14]"
happened,happened,"[11, 13]"
happening,happening,"[250, 253]"
happens,happens,"[11, 14]"
happi*,happi,"[125, 126]"
happy,happy,"[125, 126]"
harass*,harass,"[125, 127, 129]"
hard,hard,"[140, 143]"
harde*,harde,"[140, 143]"
hardly,hardly,"[131, 135]"
hardwork*,hardwork,[354]
harm,harm,"[125, 127]"
harmed,harmed,"[125, 127]"
harmful*,harmful,"[125, 127]"
harming,harming,"[125, 127]"
harmless*,harmless,"[125, 126]"
harmon*,harmon,"[125, 126, 140, 142]"
harms,harms,"[125, 127]"
harness*,harness,"[131, 137]"
has,has,"[11, 1, 12, 14]"
hasnt,hasnt,"[11, 1, 12, 14, 19]"
hasn't,hasn't,"[11, 1, 12, 14, 19]"
hate,hate,"[11, 14, 125, 127, 129]"
hated,hated,"[11, 13, 125, 127, 129]"
hateful*,hateful,"[125, 127, 129]"
hater*,hater,"[125, 127, 129]"
hates,hates,"[11, 14, 125, 127, 129]"
hating,hating,"[125, 127, 129]"
hatred,hatred,"[125, 127, 129]"
have,have,"[11, 1, 12, 14]"
havent,havent,"[11, 1, 12, 14, 19]"
haven't,haven't,"[11, 1, 12, 14, 19]"
having,having,"[11, 1, 12]"
hazie*,hazie,"[131, 135]"
hazy,hazy,"[125, 131, 135]"
he,he,"[1, 2, 3, 7, 121]"
head,head,"[146, 147]"
headache*,headache,"[146, 148]"
headed,headed,"[251, 250]"
headhunter*,headhunter,[354]
heading,heading,"[251, 250]"
heads,heads,"[146, 147]"
heal,heal,"[146, 148]"
healed,healed,"[146, 148]"
healer*,healer,"[146, 148]"
healing,healing,"[146, 148]"
heals,heals,"[146, 148]"
health*,health,"[146, 148]"
hear,hear,"[11, 14, 121, 140, 142]"
heard,heard,"[11, 13, 121, 140, 142]"
hearing,hearing,"[121, 140, 142]"
hears,hears,"[11, 14, 121, 140, 142]"
hearse*,hearse,[360]
heart,heart,"[146, 147]"
heartbreak*,heartbreak,"[125, 127, 130]"
heartbroke*,heartbroke,"[125, 127, 130]"
heartburn*,heartburn,"[146, 148]"
heartfelt,heartfelt,"[125, 126]"
heartless*,heartless,"[125, 127, 129]"
hearts,hearts,"[146, 147]"
heartwarm*,heartwarm,"[125, 126]"
heaven*,heaven,"[125, 126, 359]"
heavie*,heavie,"[140, 143]"
heavy*,heavy,"[140, 143]"
heck,heck,[22]
hed,hed,"[1, 2, 3, 7, 11, 12]"
he'd,he'd,"[1, 2, 3, 7, 11, 12]"
heel*,heel,"[146, 147]"
heh*,heh,"[125, 126, 462]"
height*,height,"[252, 250]"
held,held,"[11, 13, 131, 137]"
he'll,he'll,"[11, 15, 121]"
hell,hell,"[125, 127, 129, 359, 22]"
hellish,hellish,"[125, 127, 129, 359]"
hello*,hello,[121]
hells,hells,[359]
help,help,[121]
helped,helped,"[11, 13]"
helper*,helper,"[121, 125, 126]"
helpful*,helpful,"[121, 125, 126]"
helping,helping,"[121, 125, 126]"
helpings,helpings,"[146, 150]"
helpless*,helpless,"[125, 127, 130]"
helps,helps,"[11, 14, 121, 125, 126]"
hemor*,hemor,"[146, 148]"
hence,hence,"[131, 133]"
her,her,"[1, 2, 3, 7, 121]"
here,here,"[1, 16]"
heres,heres,"[11, 1, 12, 14, 16]"
here's,here's,"[11, 1, 12, 14, 16]"
hero*,hero,"[125, 126, 355]"
herpes,herpes,"[146, 148]"
hers,hers,"[1, 2, 3, 7, 121]"
herself,herself,"[1, 2, 3, 7, 121]"
hes,hes,"[1, 2, 3, 7, 11, 12]"
he's,he's,"[1, 2, 3, 7, 11, 12]"
hesita*,hesita,"[125, 127, 128, 131, 135, 137]"
hey,hey,[121]
hi,hi,[121]
hiccup*,hiccup,"[146, 148]"
high,high,"[252, 250]"
highe*,highe,"[252, 250]"
highly,highly,"[1, 20]"
highschool*,highschool,[354]
hik*,hik,"[251, 250, 356]"
hilarious,hilarious,"[125, 126]"
him,him,"[1, 2, 3, 7, 121]"
himself,himself,"[1, 2, 3, 7, 121]"
hindu*,hindu,[359]
hip,hip,"[146, 147]"
hiphop,hiphop,[356]
hips,hips,"[146, 147]"
hire*,hire,[354]
hiring,hiring,[354]
his,his,"[1, 2, 3, 7, 121]"
histor*,histor,"[253, 250]"
hit,hit,"[10, 14]"
hiv,hiv,"[146, 148, 149]"
hm*,hm,"[462, 463]"
ho,ho,"[146, 149]"
hobb*,hobb,[356]
hockey*,hockey,[356]
hoho*,hoho,"[125, 126]"
hold*,hold,"[131, 137]"
holiday*,holiday,[356]
holie*,holie,[359]
holocaust*,holocaust,[360]
holy,holy,[359]
home,home,[357]
homes,homes,[357]
homesick*,homesick,"[125, 127, 130, 357]"
homework*,homework,"[354, 357]"
homo,homo,"[146, 149, 22]"
homocid*,homocid,[360]
homos,homos,"[146, 149]"
homosexual*,homosexual,"[146, 149]"
honest*,honest,"[125, 126]"
honey,honey,"[121, 123, 140]"
honor*,honor,"[125, 126, 355]"
honour*,honour,"[125, 126, 355]"
hope,hope,"[11, 14, 125, 126, 131, 134]"
hoped,hoped,"[11, 13, 125, 126, 131, 134]"
hopeful,hopeful,"[125, 126, 131, 134, 135]"
hopefully,hopefully,"[1, 16, 125, 126, 131, 134]"
hopefulness,hopefulness,"[125, 126, 131, 134, 135]"
hopeless*,hopeless,"[125, 127, 130]"
hopes,hopes,"[11, 14, 125, 126, 131, 134]"
hoping,hoping,"[125, 126, 131, 134, 135]"
horizontal*,horizontal,"[252, 250]"
hormone*,hormone,"[146, 148]"
hornie*,hornie,"[146, 147, 149]"
horny,horny,"[146, 147, 149]"
horr*,horr,"[125, 127, 128]"
horseback,horseback,[356]
hospital*,hospital,"[146, 148]"
hostil*,hostil,"[125, 127, 129]"
hot,hot,"[140, 143]"
hotel*,hotel,[356]
hott*,hott,"[140, 143]"
hour*,hour,"[253, 250]"
house*,house,[357]
housing,housing,[357]
how,how,"[1, 16, 18, 131, 133]"
however,however,"[1, 16, 18]"
hows,hows,"[11, 14, 131, 133]"
how's,how's,"[11, 14, 131, 133]"
hubby,hubby,"[121, 122]"
hug,hug,"[125, 146, 149, 126]"
huge*,huge,"[252, 250]"
hugg*,hugg,"[125, 126, 146, 149]"
hugs,hugs,"[125, 126, 146, 149]"
huh,huh,[462]
human*,human,"[121, 124]"
humiliat*,humiliat,"[125, 127, 128, 129]"
humor*,humor,"[125, 126]"
humour*,humour,"[125, 126]"
hump*,hump,"[146, 149]"
hundred*,hundred,"[1, 21]"
hunger*,hunger,"[146, 150]"
hungover,hungover,"[146, 148]"
hungr*,hungr,"[146, 150]"
hunting,hunting,[356]
hurra*,hurra,"[125, 126]"
hurrie*,hurrie,"[253, 250]"
hurry*,hurry,"[253, 250]"
hurt*,hurt,"[125, 127, 130]"
husband*,husband,"[121, 122]"
hush*,hush,"[140, 142]"
hymn*,hymn,[359]
hyperten*,hyperten,"[146, 148]"
hypotherm*,hypotherm,"[146, 148]"
hypothes*,hypothes,"[131, 135]"
hypothetic*,hypothetic,"[131, 135]"
i,i,"[1, 2, 3, 4]"
ibuprofen,ibuprofen,"[146, 148]"
icu,icu,"[146, 148]"
id,id,"[1, 2, 3, 4, 11, 12]"
i'd,i'd,"[1, 2, 3, 4, 11, 12]"
idea,idea,"[131, 132]"
ideal*,ideal,"[125, 126, 131, 134, 355]"
ideas,ideas,"[131, 132]"
identif*,identif,"[131, 132]"
idiot*,idiot,"[125, 127, 129]"
idonítknow,idonítknow,[464]
idontknow,idontknow,[464]
if,if,"[1, 18, 131, 134, 135, 139]"
ignit*,ignit,"[131, 133]"
ignor*,ignor,"[125, 127, 131, 137]"
i'll,i'll,"[1, 2, 3, 4, 11, 12]"
ill,ill,"[146, 148]"
illness*,illness,"[146, 148]"
im,im,"[1, 2, 3, 4, 11, 12]"
i'm,i'm,"[1, 2, 3, 4, 11, 12]"
image*,image,"[140, 141]"
imagin*,imagin,"[131, 132]"
imean,imean,[464]
immediate,immediate,"[253, 250]"
immediately,immediately,"[1, 16, 253, 250]"
immediateness,immediateness,"[253, 250]"
immoral*,immoral,"[125, 127, 359]"
immortal*,immortal,"[253, 250, 359, 360]"
immun*,immun,"[146, 148]"
impatien*,impatien,"[125, 127, 128]"
impersonal,impersonal,"[125, 127]"
implica*,implica,"[131, 133]"
implicit*,implicit,"[131, 136]"
implie*,implie,"[131, 133]"
imply*,imply,"[131, 133]"
impolite*,impolite,"[125, 127]"
importan*,importan,"[355, 125, 126]"
impossib*,impossib,"[131, 134]"
impress*,impress,"[125, 126]"
improve*,improve,"[125, 126, 355]"
improving,improving,"[125, 126, 355]"
in,in,"[1, 17, 252, 250]"
inact*,inact,"[131, 133]"
inadequa*,inadequa,"[125, 127, 128, 130, 131, 134]"
inaudibl*,inaudibl,"[140, 142]"
inc,inc,[354]
incapab*,incapab,[355]
incentive*,incentive,"[355, 125, 126]"
incest*,incest,"[146, 149]"
inch*,inch,"[252, 250]"
inciden*,inciden,"[250, 253]"
inclu*,inclu,"[131, 138]"
income*,income,"[354, 358]"
incompeten*,incompeten,[355]
incomplet*,incomplet,"[131, 135]"
incorp*,incorp,[354]
increas*,increas,"[250, 251, 20]"
indecis*,indecis,"[125, 127, 128, 131, 135]"
indeed,indeed,"[131, 136]"
indefinit*,indefinit,"[131, 135]"
independ*,independ,"[131, 133]"
indetermin*,indetermin,"[131, 135]"
indigestion,indigestion,"[146, 148]"
indirect*,indirect,"[131, 135]"
individual*,individual,"[121, 124]"
induc*,induc,"[131, 132, 133]"
industr*,industr,[354]
ineffect*,ineffect,"[125, 127, 355]"
inevitab*,inevitab,"[131, 136]"
inexpens*,inexpens,[358]
infallib*,infallib,"[131, 136]"
infant,infant,"[121, 124]"
infant's,infant's,"[121, 124]"
infants*,infants,"[121, 124]"
infect*,infect,"[146, 148]"
infer,infer,"[131, 132, 133]"
inferior*,inferior,"[125, 127, 130]"
inferr*,inferr,"[131, 132, 133]"
infers,infers,"[131, 132, 133]"
infinit*,infinit,"[1, 21, 253, 250]"
inflam*,inflam,"[146, 148]"
influenc*,influenc,"[131, 133]"
info,info,"[131, 132]"
inform,inform,"[121, 131, 132]"
information,information,"[131, 132]"
informative*,informative,"[131, 132]"
informed,informed,"[131, 132]"
informing,informing,"[131, 132]"
informs,informs,"[121, 131, 132]"
ingest*,ingest,"[146, 148, 150]"
inhal*,inhal,[140]
inherit*,inherit,[358]
inhib*,inhib,"[125, 127, 128, 131, 137]"
initial*,initial,"[253, 250]"
initiat*,initiat,"[253, 250, 355]"
injur*,injur,"[146, 148]"
inn,inn,[356]
inner*,inner,"[252, 250]"
innocen*,innocen,"[125, 126]"
inns,inns,[356]
inquir*,inquir,"[131, 132]"
insecur*,insecur,"[125, 127, 128]"
inside,inside,"[1, 17, 131, 138, 252, 250]"
insides,insides,"[1, 17, 252, 250]"
insight*,insight,"[131, 132]"
insincer*,insincer,"[125, 127]"
insomnia*,insomnia,"[146, 148]"
inspir*,inspir,"[125, 126, 131, 132]"
instan*,instan,"[253, 250]"
instead,instead,"[1, 16]"
instruct*,instruct,[354]
insulin,insulin,"[146, 148]"
insult*,insult,"[121, 125, 127, 129]"
insurance,insurance,[358]
intell*,intell,"[125, 126]"
intend*,intend,"[131, 133]"
intent*,intent,"[131, 133]"
interact*,interact,[121]
interest*,interest,"[125, 126]"
interfer*,interfer,"[131, 137]"
interior*,interior,"[252, 250]"
internal*,internal,"[250, 252]"
internation*,internation,"[250, 252]"
interpret*,interpret,"[131, 132]"
interrup*,interrup,"[121, 125, 127, 129]"
intersect*,intersect,"[252, 250]"
interval*,interval,"[253, 250]"
interview*,interview,"[121, 354]"
intestin*,intestin,"[146, 147]"
intimidat*,intimidat,"[125, 127, 129]"
into,into,"[1, 17, 131, 138, 252, 250]"
intox*,intox,"[146, 148]"
intramural*,intramural,[356]
invariab*,invariab,"[131, 136]"
inventory,inventory,[354]
invest*,invest,[358]
invigor*,invigor,"[125, 126]"
involv*,involv,[121]
ipod*,ipod,[356]
irrational*,irrational,"[125, 127, 128, 131]"
irrefu*,irrefu,"[131, 136]"
irresponsible*,irresponsible,[355]
irrita*,irrita,"[125, 127, 128]"
irs,irs,[358]
is,is,"[11, 1, 12, 14]"
islam*,islam,[359]
isnt,isnt,"[11, 1, 12, 14, 19]"
isn't,isn't,"[11, 1, 12, 14, 19]"
isolat*,isolat,"[125, 127, 130]"
issue,issue,[131]
it,it,"[1, 2, 9]"
itch*,itch,"[146, 147, 148]"
itd,itd,"[1, 2, 9, 11, 12]"
it'd,it'd,"[1, 2, 9, 11, 12]"
item*,item,"[1, 20]"
itll,itll,"[1, 2, 9, 11, 12, 15]"
it'll,it'll,"[1, 2, 9, 11, 12, 15]"
its,its,"[1, 2, 9]"
it's,it's,"[1, 2, 9, 11, 12, 14]"
itself,itself,"[1, 2, 9]"
iv,iv,"[146, 148]"
ive,ive,"[1, 2, 3, 4, 11, 12]"
i've,i've,"[1, 2, 3, 4, 11, 12]"
jackpot*,jackpot,[358]
jaded,jaded,"[125, 127]"
january,january,"[253, 250]"
jaw*,jaw,"[146, 147]"
jazz*,jazz,[356]
jd,jd,[354]
jealous*,jealous,"[125, 127, 129]"
jeez,jeez,[22]
jerk,jerk,"[125, 127, 129]"
jerked,jerked,"[125, 127, 129]"
jerks,jerks,"[125, 127, 129]"
jesuit*,jesuit,[359]
jesus,jesus,[359]
jew,jew,[359]
jewish*,jewish,[359]
jews,jews,[359]
jihad*,jihad,[359]
jissom,jissom,"[146, 149]"
jizz,jizz,"[146, 149]"
job*,job,[354]
jog*,jog,"[251, 250, 356]"
joints,joints,"[146, 147]"
joke*,joke,"[125, 126, 356]"
joking,joking,"[125, 126, 356]"
joll*,joll,"[125, 126]"
journey*,journey,"[250, 251]"
joy*,joy,"[125, 126]"
juda*,juda,[359]
july,july,"[253, 250]"
jump*,jump,"[251, 250]"
june,june,"[253, 250]"
junior*,junior,[354]
just,just,"[1, 16, 131, 139]"
justif*,justif,"[131, 132, 133]"
karaoke,karaoke,[356]
karma,karma,[359]
keen*,keen,"[125, 126]"
keep,keep,"[11, 14, 131, 137]"
keeping*,keeping,"[131, 137]"
keeps,keeps,"[11, 14, 131, 137]"
keg,keg,[356]
kegger,kegger,[356]
keggers,keggers,[356]
kegs,kegs,[356]
kept,kept,"[11, 13, 131, 137]"
keyboard*,keyboard,[354]
kid,kid,"[121, 124]"
kid'*,kid',"[121, 124]"
kidding,kidding,"[121, 125, 126]"
kidney*,kidney,"[146, 147]"
kids*,kids,"[121, 124]"
kill*,kill,"[125, 127, 129, 360]"
kilometer*,kilometer,"[252, 250]"
kin,kin,"[121, 122]"
kinda,kinda,"[131, 135]"
kinderg*,kinderg,[354]
kindly,kindly,"[125, 126]"
kindn*,kindn,"[125, 126]"
kindof,kindof,"[131, 135]"
king*,king,[355]
kippur,kippur,[359]
kiss*,kiss,"[125, 126, 146, 149]"
kitchen*,kitchen,"[146, 150, 357]"
km*,km,"[252, 250]"
knee*,knee,"[146, 147]"
knew,knew,"[11, 13, 131, 132]"
know,know,"[11, 14, 131, 132]"
knowab*,knowab,"[131, 132]"
knower*,knower,"[131, 132]"
knowing,knowing,"[131, 132]"
knowledg*,knowledg,"[131, 132]"
known,known,"[131, 132]"
knows,knows,"[11, 14, 131, 132]"
knuckle*,knuckle,"[146, 147]"
kopek*,kopek,[358]
koran,koran,[359]
kosher,kosher,[359]
krishna*,krishna,[359]
krisna*,krisna,[359]
kron*,kron,[358]
labor*,labor,[354]
labour*,labour,[354]
lack*,lack,"[1, 20, 131, 134]"
ladies,ladies,"[121, 124]"
lady,lady,"[121, 124]"
lady's,lady's,"[121, 124]"
laidback,laidback,"[125, 126, 356]"
laidoff,laidoff,[354]
lame*,lame,"[125, 127, 130]"
land,land,"[252, 250]"
landlord*,landlord,[357]
language*,language,[121]
laptop*,laptop,[354]
large*,large,"[252, 250]"
last*,last,"[253, 250]"
late,late,"[253, 250]"
lately,lately,"[1, 16, 253, 250]"
later,later,"[253, 250]"
latest,latest,"[253, 250]"
laugh*,laugh,"[125, 126]"
launch*,launch,"[131, 133]"
law,law,"[131, 136]"
lawn*,lawn,[357]
lawyer*,lawyer,[354]
layoff*,layoff,[354]
lazie*,lazie,"[355, 125, 127]"
lazy,lazy,"[355, 125, 127]"
lead*,lead,"[131, 133, 251, 250, 354, 355]"
learn*,learn,"[131, 132, 354]"
lease*,lease,"[357, 358]"
leasing*,leasing,"[357, 358]"
least,least,"[1, 20]"
leather*,leather,"[140, 143]"
leave,leave,"[251, 250]"
leaves,leaves,"[251, 250]"
leaving,leaving,"[251, 250]"
lectur*,lectur,[354]
led,led,"[131, 133, 251, 250]"
ledge*,ledge,"[252, 250]"
ledging,ledging,"[252, 250]"
left,left,"[250, 252]"
leg,leg,"[146, 147]"
legal*,legal,[354]
legs*,legs,"[146, 147]"
lesbian*,lesbian,"[146, 149]"
less,less,"[1, 20]"
lesson*,lesson,"[355, 131, 132]"
let,let,"[1, 11, 12]"
lethal*,lethal,[360]
lets,lets,"[1, 2, 3, 5, 11, 14]"
let's,let's,"[1, 2, 3, 5, 11, 14]"
letter,letter,[121]
leuke*,leuke,"[146, 148]"
level,level,"[252, 250]"
levels,levels,"[252, 250]"
liabilit*,liabilit,"[125, 127, 131, 134]"
liar*,liar,"[125, 127, 129]"
libert*,libert,"[125, 126]"
libid*,libid,"[146, 149]"
librar*,librar,[354]
lick*,lick,[140]
lied,lied,"[11, 13, 125, 127, 129]"
lies,lies,"[125, 127, 129]"
life,life,"[146, 148]"
light,light,[140]
likeab*,likeab,"[125, 126]"
liked,liked,"[11, 13, 125, 126]"
likel*,likel,"[131, 135]"
likes,likes,"[125, 126]"
liking,liking,"[125, 126]"
limit*,limit,"[131, 137, 355]"
limp*,limp,"[140, 143]"
link*,link,"[131, 132]"
lip,lip,"[146, 147]"
lips*,lips,"[146, 147]"
liquor*,liquor,"[146, 150, 356]"
lira,lira,[358]
listen,listen,"[11, 14, 121, 140, 142]"
listened,listened,"[11, 13, 121, 140, 142]"
listener*,listener,"[121, 140, 142]"
listening,listening,"[121, 140, 142]"
listens,listens,"[11, 14, 121, 140, 142]"
lit,lit,"[140, 141]"
littl*,littl,"[252, 250]"
lived,lived,"[11, 13]"
livel*,livel,"[125, 126]"
liver*,liver,"[146, 147]"
living,living,"[146, 148]"
lmao,lmao,"[125, 126]"
loads,loads,"[1, 20]"
loan*,loan,[358]
local*,local,"[252, 250]"
loft,loft,[357]
lofts,lofts,[357]
logic*,logic,"[131, 132]"
lol,lol,"[125, 126, 462]"
lone*,lone,"[125, 127, 130]"
long,long,"[253, 250]"
longe*,longe,"[253, 250]"
longing*,longing,"[125, 127, 130]"
longitud*,longitud,"[252, 250]"
look,look,"[11, 14, 140, 141]"
looked,looked,"[11, 13, 140, 141]"
looker*,looker,"[140, 141]"
looking,looking,"[140, 141]"
looks,looks,"[11, 14, 140, 141]"
loose*,loose,"[140, 143]"
lord*,lord,[359]
lose,lose,"[125, 127, 130, 355]"
loser*,loser,"[125, 127, 130, 355]"
loses,loses,"[125, 127, 130, 355]"
losing,losing,"[125, 127, 130, 355]"
loss*,loss,"[125, 127, 130, 355]"
lost,lost,"[11, 13, 125, 127, 130, 355]"
lot,lot,"[1, 20, 131, 135]"
lotof,lotof,"[1, 20, 131, 135]"
lots,lots,"[1, 20, 131, 135]"
lotsa,lotsa,"[1, 20, 131, 135]"
lotta,lotta,"[1, 20, 131, 135]"
lotter*,lotter,[358]
loud*,loud,"[140, 142]"
lous*,lous,"[125, 127, 129]"
love,love,"[11, 14, 125, 126, 146, 149]"
loved,loved,"[11, 13, 121, 125, 126, 146]"
lovely,lovely,"[125, 126]"
lover*,lover,"[121, 123, 125, 126, 146, 149]"
loves,loves,"[11, 14, 121, 125, 126, 146]"
loveseat*,loveseat,[357]
loving*,loving,"[121, 125, 126]"
low*,low,"[125, 127, 130, 252, 250]"
loyal*,loyal,"[125, 126]"
lozenge*,lozenge,"[146, 148]"
lsat,lsat,[354]
ltd,ltd,[354]
luck,luck,"[125, 126, 131, 135]"
lucked,lucked,"[125, 126, 131, 135]"
lucki*,lucki,"[125, 126, 131, 135]"
luckless*,luckless,"[125, 127, 131, 135]"
lucks,lucks,"[125, 126, 131, 135]"
lucky,lucky,"[125, 126, 131, 135]"
ludicrous*,ludicrous,"[125, 127, 129]"
lump,lump,"[146, 148]"
lunch*,lunch,"[146, 150]"
lung*,lung,"[146, 147]"
lust*,lust,"[146, 149]"
lutheran*,lutheran,[359]
lying,lying,"[125, 127, 129]"
lymph*,lymph,"[146, 148]"
lynch*,lynch,[360]
ma,ma,"[121, 122]"
ma'am,ma'am,"[121, 124]"
mad,mad,"[125, 127, 129]"
maddening,maddening,"[125, 127, 129]"
madder,madder,"[125, 127, 129]"
maddest,maddest,"[125, 127, 129]"
made,made,"[11, 13, 131, 133]"
madly,madly,"[125, 126]"
magazine*,magazine,[356]
magnific*,magnific,"[125, 126]"
maid*,maid,[357]
mail,mail,[121]
mailbox,mailbox,[357]
mailed,mailed,[121]
mailer*,mailer,[121]
mailing,mailing,[121]
mailroom*,mailroom,[354]
mails,mails,[121]
main,main,"[1, 20]"
mainly,mainly,"[131, 135]"
major,major,[20]
majoring,majoring,[354]
majority,majority,"[1, 20]"
majors,majors,[354]
make,make,"[11, 14, 133, 131]"
makeout*,makeout,"[146, 149]"
maker*,maker,"[131, 133]"
makes,makes,"[11, 14, 131, 133]"
making,making,"[131, 133]"
male,male,"[121, 124]"
males,males,"[121, 124]"
male's,male's,"[121, 124]"
mall,mall,[356]
malls,malls,[356]
mam,mam,"[121, 124]"
mammogram,mammogram,"[146, 148]"
man,man,"[121, 124]"
manag*,manag,[354]
maniac*,maniac,"[125, 127, 129]"
manicdep*,manicdep,"[146, 148]"
manipul*,manipul,"[131, 133]"
man's,man's,"[121, 124]"
manslaughter*,manslaughter,[360]
manufact*,manufact,[354]
many,many,"[1, 20]"
map,map,"[252, 250]"
mapped,mapped,"[252, 250]"
mapping,mapping,"[252, 250]"
maps,maps,"[252, 250]"
marathon*,marathon,[356]
march*,march,"[253, 250]"
margarita*,margarita,[356]
marginal*,marginal,"[131, 135]"
market*,market,[354]
marriag*,marriag,[121]
marrie*,marrie,"[121, 122]"
martini*,martini,[356]
ma's,ma's,"[121, 122]"
masochis*,masochis,"[125, 127]"
mass,mass,"[252, 250]"
massacre*,massacre,[360]
master,master,[355]
mastercard*,mastercard,[358]
mastered,mastered,[355]
masterful*,masterful,[355]
mastering,mastering,[355]
mastermind*,mastermind,[355]
masters,masters,"[355, 354]"
mastery,mastery,[355]
mate,mate,"[121, 123]"
mates,mates,"[121, 123]"
mate's,mate's,"[121, 123]"
math*,math,[354]
mating,mating,[121]
matter*,matter,[131]
mattress*,mattress,[357]
mausoleum*,mausoleum,[360]
may,may,"[11, 1, 12, 15, 131, 135]"
maybe,maybe,"[1, 16, 131, 135]"
mcat,mcat,[354]
mda,mda,[354]
me,me,"[1, 2, 3, 4]"
meal*,meal,"[146, 150]"
mean,mean,"[11, 14, 131, 132]"
meaning*,meaning,"[131, 132]"
means,means,"[11, 14, 131, 132]"
meant,meant,"[11, 13, 131, 132]"
meantime,meantime,"[253, 250]"
meanwhile,meanwhile,"[253, 250]"
mecca,mecca,[359]
medal*,medal,[355]
medic*,medic,"[146, 148]"
mediocr*,mediocr,[355]
meditat*,meditat,"[356, 359]"
meet,meet,[121]
meeting*,meeting,"[121, 354]"
meets,meets,[121]
melanchol*,melanchol,"[125, 127, 130]"
members,members,"[121, 124]"
memo,memo,[354]
memor*,memor,"[131, 132]"
memos,memos,[354]
men,men,"[121, 124]"
men'*,men',"[121, 124]"
menial,menial,[354]
mention*,mention,[121]
mentor*,mentor,[354]
merchant*,merchant,[358]
mercif*,mercif,[359]
mercy,mercy,[359]
merger*,merger,[354]
merit*,merit,"[125, 126]"
merr*,merr,"[125, 126]"
mess,mess,"[125, 127]"
messag*,messag,[121]
messy,messy,"[125, 127]"
met,met,"[11, 13, 121]"
meter*,meter,"[252, 250]"
methodis*,methodis,[359]
metre*,metre,"[252, 250]"
mfg,mfg,[354]
mfr,mfr,[354]
mgmt,mgmt,[354]
mgr,mgr,[354]
microwave*,microwave,[357]
mid,mid,"[252, 250]"
middl*,middl,"[252, 250]"
midterm*,midterm,[354]
might,might,"[11, 1, 12, 15, 131, 135]"
mightve,mightve,"[11, 1, 12, 131, 135]"
might've,might've,"[11, 1, 12, 131, 135]"
migrain*,migrain,"[146, 148]"
mile*,mile,"[252, 250]"
milk*,milk,"[146, 150]"
million*,million,"[1, 21]"
min,min,"[253, 250]"
mind,mind,[131]
mine,mine,"[1, 2, 3, 4]"
minesweeper,minesweeper,[356]
minister*,minister,[359]
ministr*,ministr,[359]
mint*,mint,[140]
minute*,minute,"[253, 250]"
miscar*,miscar,"[146, 148]"
miser*,miser,"[125, 127, 128, 130]"
misle*,misle,"[131, 133]"
miss,miss,"[11, 14, 125, 127, 130]"
missed,missed,"[11, 13, 125, 127, 130]"
misses,misses,"[11, 14, 125, 127, 130]"
missing,missing,"[125, 127, 130]"
missionar*,missionar,[359]
mistak*,mistak,"[125, 127, 131, 134]"
misunder*,misunder,"[131, 132]"
mitzvah*,mitzvah,[359]
mm*,mm,[462]
mob,mob,[121]
mobb*,mobb,[121]
mobs,mobs,[121]
mock,mock,"[125, 127, 129]"
mocked,mocked,"[125, 127, 129]"
mocker*,mocker,"[125, 127, 129]"
mocking,mocking,"[125, 127, 129]"
mocks,mocks,"[125, 127, 129]"
modern*,modern,"[253, 250]"
mofo,mofo,[22]
mohamm*,mohamm,[359]
molest*,molest,"[125, 127, 129]"
mom,mom,"[121, 122]"
moment*,moment,"[253, 250]"
momma*,momma,"[121, 122]"
mommy*,mommy,"[121, 122]"
moms,moms,"[121, 122]"
mom's,mom's,"[121, 122]"
monast*,monast,[359]
monday*,monday,"[253, 250]"
money*,money,[358]
monk*,monk,[359]
mono,mono,"[146, 148]"
monopol*,monopol,[358]
month*,month,"[253, 250]"
mooch*,mooch,"[125, 127]"
mood,mood,[125]
